Municipality	<http://nl.dbpedia.org/property/jaar>                       	dbpedia-owl:sameAs	<http://dbpedia.org/ontology/populationAsOf>                
SoccerPlayer	<http://nl.dbpedia.org/property/overlijddatum>              	dbpedia-owl:sameAs	<http://dbpedia.org/ontology/deathDate>                     
Professor	<http://nl.dbpedia.org/property/geboortedatum>              	dbpedia-owl:sameAs	<http://dbpedia.org/ontology/birthDate>                     
Aircraft	<http://nl.dbpedia.org/property/laatstevlucht>              	dbpedia-owl:sameAs	<http://dbpedia.org/ontology/retired>                       
PowerStation	<http://nl.dbpedia.org/property/datumInfo>                  	dbpedia-owl:sameAs	<http://dbpedia.org/ontology/date>                          
RoadTunnel	<http://nl.dbpedia.org/property/bouwstartjaar>              	dbpedia-owl:sameAs	<http://dbpedia.org/ontology/buildingStartDate>             
Philosopher	<http://nl.dbpedia.org/property/geboren>                    	dbpedia-owl:sameAs	<http://dbpedia.org/ontology/birthDate>                     
TennisPlayer	<http://nl.dbpedia.org/property/metPensioen>                	dbpedia-owl:sameAs	<http://dbpedia.org/ontology/activeYearsEndDate>            
Artist	<http://nl.dbpedia.org/property/overleden>                  	dbpedia-owl:sameAs	<http://dbpedia.org/ontology/deathDate>                     
PowerStation	<http://nl.dbpedia.org/property/eindBouw>                   	dbpedia-owl:sameAs	<http://dbpedia.org/ontology/buildingEndDate>               
InternationalFootballLeagueEvent	<http://nl.dbpedia.org/property/date>                       	dbpedia-owl:sameAs	<http://dbpedia.org/ontology/date>                          
Organisation	<http://nl.dbpedia.org/property/opgericht>                  	dbpedia-owl:sameAs	<http://dbpedia.org/ontology/formationDate>                 
MusicalArtist	<http://nl.dbpedia.org/property/geboortedatum>              	dbpedia-owl:sameAs	<http://dbpedia.org/ontology/birthDate>                     
Event	<http://nl.dbpedia.org/property/datumeind>                  	dbpedia-owl:sameAs	<http://dbpedia.org/ontology/endDate>                       
CityDistrict	<http://nl.dbpedia.org/property/meetjaar>                   	dbpedia-owl:sameAs	<http://dbpedia.org/ontology/populationAsOf>                
Settlement	<http://nl.dbpedia.org/property/opgeheven>                  	dbpedia-owl:sameAs	<http://dbpedia.org/ontology/dissolutionDate>               
ty/Q36180	<http://nl.dbpedia.org/property/geboren>                    	dbpedia-owl:sameAs	<http://dbpedia.org/ontology/birthDate>                     
Settlement	<http://nl.dbpedia.org/property/populatiedatum>             	dbpedia-owl:sameAs	<http://dbpedia.org/ontology/populationAsOf>                
